timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
530381482.87,14.84,0,14.7,0,0,0,1677.89,787.26,1659.83,787.26,
530381472.76,16.62,0,16.33,0,0,0,2325.94,797.6,2323.51,797.6,
530381462.65,24.97,0.03,23.76,0.12,0,0,2328.26,800,2337.42,800,
530381452.46,193.41,10.16,185.7,163.08,0,0,1608,750.83,1597.3,750.83,
530381442.34,39.29,0,38.68,0.01,0,0,2634.12,905.26,2634.3,905.26,
530381432.23,19.98,0.01,20.04,0.2,0,0,1983.5,426.53,2012.11,426.53,
530381422.21,21.48,0,20.32,0,0,0,1518.51,1285.63,1566.29,485.63,
530381412.18,25.05,0,25.15,0.04,0,0,992.62,866.38,983.09,466.38,
530381402.11,14.06,0.01,13.61,0.17,0,0,453.35,319.07,454.09,169.07,
530381392.04,15.53,0.05,14.78,0.65,0,0,344.52,113.67,342.81,113.67,
530381381.97,24.55,0,23.49,0.13,0,0,773.14,354.15,772.07,354.15,
530381371.95,16.09,0.02,16.38,1.46,0,0,258.26,160.5,257.95,160.5,
530381361.88,55.65,0,54.69,0,0,0,1921.61,1059.72,1916.12,1059.72,
530381351.81,13.48,0,13.48,0.04,0,0,722.33,371.39,746.22,371.39,
530381341.74,13.88,0,13.27,0.01,0,0,1725.43,334.69,1715.03,334.69,
530381331.68,68.65,0.01,68.26,0.15,0,0,2398.53,1394.96,2401.06,1394.96,
530381321.65,42.8,0,43.55,0.02,0,0,2468.1,1083.96,2467.5,1083.96,
530381311.63,14.66,0,14.59,0.04,0,0,1507.3,688.87,1397.79,688.87,
530381301.61,18.15,0,16.88,0.02,0,0,2316.61,778.74,2301.63,778.74,
530381291.58,29.41,0.02,30.32,1.56,0,0,2337.98,786.65,2324.31,786.65,
530381281.56,18.63,0,17.36,0.03,0,0,2224.39,825.95,2228.72,825.95,
530381271.51,227.26,10.36,222.76,166.55,0,0,1835.92,994.97,1829.93,994.97,
530381261.45,13.3,0,12.82,0,0,0,2758.92,395.29,2753.33,395.29,
530381251.38,26.24,0.01,24.99,0.05,0,0,1642.61,1338.76,1628.83,538.76,
530381241.26,20.97,0,21.03,0.01,0,0,1227.61,805.21,1149.9,405.23,
530381231.14,20.51,0.06,20.21,0.8,0,0,609.11,413.35,606.23,313.35,
530381221.03,19.08,0.05,17.17,0.7,0,0,420.81,179.44,419.52,129.44,
530381210.96,18.44,0.01,17.03,0.07,0,0,665.32,176.17,662.1,176.17,
530381200.90,14.41,0,14.59,0,0,0,346.49,275,344.97,275,
530381190.79,23.22,0.01,23.33,0.09,0,0,1165.58,333.35,1160.25,333.35,
530381180.67,45.83,0,45.31,0,0,0,1334,1080.03,1344.69,1080.03,
530381170.56,10.07,0.01,10.22,0.2,0,0,411.45,350,439.89,350,
530381160.45,42.86,0.06,40.62,0.46,0,0,3156.84,577.86,3150.85,577.86,
530381150.34,68.95,0,68.43,0.01,0,0,2110.16,1688.4,2119.38,1688.41,
530381140.21,18.54,0.02,18.22,0.29,0,0,2263.24,566.7,2143.19,566.7,
530381130.14,20.83,0.05,21.03,0.98,0,0,1809.52,769.37,1811.28,769.37,
530381120.05,48.47,0.17,48.24,16.23,0,0,2322.22,796.69,2305.14,796.69,
530381110.02,17.55,0,18.08,0.02,0,0,2321.65,796.61,2311.42,796.61,
530381099.99,203.33,10.06,199.45,160.82,0,0,1561.65,843.56,1559.44,843.56,
530381089.91,43.61,0.02,43.3,1.36,0,0,2695.94,811.9,2702.32,811.9,
530381079.80,20.85,0,21.12,0,0,0,1813.87,661.71,1803.09,409.66,
530381069.73,20.25,0,20.51,0,0,0,1436.07,1001.75,1492.15,482.53,
530381059.63,22.94,0,23.44,0,0,0,960.71,855.15,960.91,455.15,
530381049.52,14.07,0,14.06,0,0,0,466.4,311.21,463.07,161.21,
530381039.45,9.96,0,8.62,0.01,0,0,355.8,123.93,355.06,123.93,
530381029.38,23.75,0,24.37,0,0,0,761.35,352.76,758.43,352.76,
530381019.31,11.21,0,8.86,0.01,0,0,244.73,176.42,239.85,176.42,
530381009.29,56.99,0,57.64,0,0,0,2050.36,1113.71,2044.73,1113.71,
530380999.22,15.32,0.03,13.03,0,0,0,648.77,326,681.63,326,
530380989.15,18.52,0,18.4,0,0,0,2028.66,391.5,2023.26,391.5,
530380979.08,73.41,0,73.31,0.02,0,0,2262.09,1535.77,2261.47,1535.76,
530380969.01,32.97,0,32.82,0,0,0,2451,905.71,2490.02,905.71,
530380958.93,15.51,0,14.98,0,0,0,1416.02,768.85,1477.05,768.85,
530380948.86,17.71,0,16.26,0,0,0,2344.14,798.29,2333.94,798.29,
530380938.79,18.32,0,18.56,0.02,0,0,2318.75,792.33,2333.31,792.33,
530380928.68,134.81,6.88,130.05,110.59,0,0,1903.38,662.5,1917.08,662.5,
530380918.59,86.55,2.65,84.11,42.56,0,0,2335.34,1048.36,2335.27,1048.36,
530380908.52,15.95,0,15.86,0.03,0,0,2435.93,398.02,2417.12,398.01,
530380898.45,24.72,0,23.52,0.01,0,0,1778.25,1359.31,1820.11,559.31,
530380888.39,31.26,0.02,33.58,1.47,0,0,1065.08,880.98,1094.46,480.98,
530380878.36,11.21,0,9.7,0.04,0,0,464.85,295.83,465.34,195.83,
530380868.33,23.9,0.02,24.54,1.35,0,0,405.62,175.15,402.28,125.15,
530380858.27,21.02,0,20.4,0.01,0,0,737.64,292.97,735.45,292.97,
530380848.24,16.87,0,15.56,0.04,0,0,298.32,164.16,298.5,164.16,
530380838.22,26.96,0,28.12,0,0,0,1367.96,505.66,1368.63,505.66,
530380828.19,41.97,0,41.38,0,0,0,1175.49,923.95,1200.48,923.95,
530380818.16,11.19,0,11.55,0,0,0,758.65,345.76,786.18,345.76,
530380808.14,43.94,0,41.3,0.01,0,0,2905.03,810.47,2900.96,810.47,
530380798.01,68.15,0,67.98,0,0,0,2316.86,1516.92,2322.28,1516.92,
530380787.91,15.88,0,15.87,0,0,0,1981.05,558.09,2066,558.09,
530380777.80,15.84,0,15.45,0.01,0,0,2036.64,732.04,2033.15,732.04,
530380767.69,17.22,0,15.81,0,0,0,2331.05,798.85,2321.64,798.86,
530380757.58,16.24,0,17.23,0,0,0,2313.12,797.24,2325,797.24,
530380747.39,207.32,10.1,200.76,162.1,0,0,1397.43,1080.66,1403.19,1080.66,
530380737.27,20.71,0,20.62,0,0,0,2900.72,573.97,2898.25,573.97,
530380727.16,24.68,0.01,24.72,0.2,0,0,1419.78,1190.54,1444.86,390.54,
530380717.08,20.07,0,19.67,0.01,0,0,1478.94,471.09,1519.55,471.08,
530380706.96,21.55,0.01,20.91,0.13,0,0,797.36,817.02,794.86,417.02,
530380696.94,21.55,0.02,23.51,1.37,0,0,517.86,311.6,518.7,161.6,
530380686.87,11.14,0,10.42,0.01,0,0,437.24,150,434.63,150,
530380676.80,22.3,0,21.56,0,0,0,617.03,325.88,616.01,325.88,
530380666.74,14.93,0,13.24,0.06,0,0,644.88,214.89,637.5,214.89,
530380656.66,54.97,0,55.26,0.01,0,0,1763.93,1137.5,1764.24,1137.5,
530380646.64,11.91,0,10.64,0.01,0,0,570.2,308.11,527.55,308.11,
530380636.62,25.64,0,25.74,0.01,0,0,2434.32,439.86,2433.1,439.86,
530380626.59,77.01,0,76.19,0.02,0,0,2090.11,1701.25,2098.18,1701.25,
530380616.57,33.8,0.02,33.98,1.31,0,0,2439.89,704.47,2499.9,704.44,
530380606.54,16.09,0,16.41,0,0,0,1490.33,805.97,1538.37,805.97,
530380596.48,19.74,0,17.66,0.01,0,0,2314.22,797.5,2326.23,797.5,
530380586.41,20.28,0,20.14,0.01,0,0,2333.75,800,2342.2,800,
530380576.28,187.17,10.21,183.85,164.17,0,0,1659.3,628.61,1646.96,628.61,
530380566.20,44.46,0.02,43.03,0.31,0,0,2581.69,1023.77,2581.75,1023.77,
530380556.14,16.69,0.01,16.89,0.09,0,0,2197.91,400.46,2210.61,400.46,
530380546.07,24.62,0.01,23.03,0.14,0,0,1833.45,1345.45,1776,545.45,
530380536.04,56.61,0.19,54.67,5.87,0,0,1028.48,876.37,1013.95,476.37,
530380526.02,11.15,0,11.22,0.01,0,0,493.33,334.06,488.87,184.06,
530380515.99,16.16,0.02,16.44,0.2,0,0,350.05,115.62,347.06,115.62,
530380505.97,20.97,0.01,21.67,0.05,0,0,741.04,317.38,741.14,317.38,
530380495.95,23.51,0.03,22.91,1.53,0,0,303.9,159.72,303.32,159.72,
530380485.84,39.39,0.01,38.74,0.07,0,0,1536.91,705.83,1538.25,705.83,
530380475.73,30.62,0,30.79,0,0,0,1046.96,714.99,1006.92,714.99,
530380465.62,19.73,0.04,18.01,0.09,0,0,1157.98,341.5,1141.95,341.5,
530380455.51,49.81,0,50.04,0,0,0,2679.73,1057.09,2678.77,1057.09,
530380445.39,58.15,0,57.98,0,0,0,2457.9,1348.19,2464.54,1348.19,
530380435.28,15.12,0,14.07,0,0,0,1661.74,597.86,1732.98,597.85,
530380425.18,14.34,0,15.66,0,0,0,2155.13,711.4,2159.83,711.4,
530380415.06,18.98,0,18.52,0.06,0,0,2331.87,797.22,2348.43,797.22,
530380405.03,18.36,0,17.74,0.01,0,0,2342.4,797.22,2342.43,797.22,
530380394.98,223.55,10.15,218.03,161.73,0,0,1517.9,1199.85,1523.48,1199.85,
530380384.95,12.32,0,11.92,0.02,0,0,3045.65,397.51,3035.4,397.51,
530380374.93,28.28,0.02,29.57,1.48,0,0,1364.88,1279.46,1347.6,479.46,
530380364.90,20.81,0,19.57,0.01,0,0,1332.35,661.87,1410,374.81,
530380354.84,21.12,0,19.76,0.03,0,0,782.81,566.11,777.86,418.97,
530380344.78,16.11,0,16.58,0,0,0,523.23,248.44,519.92,187.77,
530380334.71,14.54,0.08,13.38,0.14,0,0,470.65,140.62,469.27,140.62,
530380324.64,20.7,0,21.48,0.06,0,0,529.72,306.98,528.23,306.98,
530380314.57,16.64,0,15.89,0.01,0,0,829.62,260.21,832.57,260.21,
530380304.51,53.57,0,52.94,0.02,0,0,1648.12,1132.42,1643.91,1132.42,
530380294.48,20.82,0.01,21.72,1.68,0,0,435.63,308.2,483.49,308.2,
530380284.46,32.39,0,31.97,0,0,0,2730.01,470.31,2732.03,470.31,
530380274.44,76.25,0,75.89,0,0,0,2021.39,1758.74,2024.61,1758.74,
530380264.37,17.94,0,17.19,0,0,0,2444.16,624.48,2392.59,624.47,
530380254.30,16.9,0,15.98,0.01,0,0,1633.64,792.8,1586.91,792.8,
530380244.22,17.62,0,16.69,0,0,0,2329.19,797.5,2328.68,797.5,
530380234.15,17.82,0,17.71,0.01,0,0,2325.03,799.58,2333.07,799.58,
530380224.02,189.78,10.28,183.63,164.12,0,0,1604.09,706.09,1614.89,706.08,
530380213.94,41.19,0,40.63,0.01,0,0,2618.22,948.83,2612.86,948.83,
530380203.88,21.94,0.03,19.77,0.25,0,0,2060.76,408.45,2040.8,408.45,
530380193.81,22.07,0,21.6,0.02,0,0,1738.25,1317.25,1655.59,517.25,
530380183.74,33.38,0.06,32.08,0.87,0,0,1029.22,875.51,1017.2,475.51,
530380173.67,12.85,0,13.36,0.01,0,0,471.76,324.68,470.26,174.68,
530380163.61,9.61,0,8.26,0.01,0,0,322.09,108.59,321.37,108.59,
530380153.55,22.71,0.01,23.12,0.17,0,0,761.69,347.07,757.96,347.07,
530380143.48,10.84,0,10.74,0.01,0,0,282.72,155.66,284.63,155.66,
530380133.42,47.99,0,47.17,0.07,0,0,1761.35,914.16,1760.18,914.16,
530380123.39,41.02,0.15,40.74,16.81,0,0,846.26,519.92,881.69,519.92,
530380113.37,12.19,0,12.81,0,0,0,1447.67,336.13,1452.01,336.13,
530380103.34,58.69,0,58.72,0.02,0,0,2538.97,1224.72,2539.03,1224.72,
530380093.32,61.07,0.01,62.95,1.31,0,0,2464.81,1225.24,2450.84,1225.27,
530380083.25,16.67,0,15.64,0,0,0,1614.19,641.55,1558.54,641.55,
530380073.12,17.39,0,16.41,0,0,0,2203.39,709.55,2197.16,709.55,
530380063.05,15.89,0,16.46,0,0,0,2322.74,790.97,2339.76,790.97,
530380052.98,17.05,0,15.95,0,0,0,2332.39,795.02,2335.79,795.02,
530380042.85,216.64,10.06,210.01,161.68,0,0,1680.44,1135.24,1675.37,1135.22,
530380032.74,12.7,0,11.8,0,0,0,2862.94,394.82,2861.67,394.82,
530380022.63,25.91,0,25.26,0.01,0,0,1539.12,1319.15,1524.35,519.15,
530380012.51,19.14,0,17.54,0.01,0,0,1214.93,778.98,1267.94,378.98,
530380002.49,21.57,0,21.25,0.04,0,0,706.85,490.75,706.72,390.75,
530379992.46,14.34,0,14.61,0,0,0,436.8,187.26,433.63,137.26,
530379982.44,14.28,0,14.23,0,0,0,576.64,157.03,572.42,157.03,
530379972.38,18.45,0,17.39,0.02,0,0,434.36,288.38,433.17,288.38,
530379962.31,19.53,0,19.21,0.01,0,0,1011.14,300.68,1012.62,300.68,
530379952.25,48.88,0,48.9,0.01,0,0,1475.57,1104.64,1488.14,1104.64,
530379942.18,10.64,0,9.71,0.01,0,0,430.97,332.01,455.43,332.01,
530379932.12,36.4,0,35.42,0.01,0,0,3004.89,496,3009.43,496,
530379922.04,71.66,0,70.39,0.01,0,0,2020.48,1759.57,2022.01,1759.57,
530379911.97,16.64,0,17.36,0.02,0,0,2280.45,594.43,2339.42,594.43,
530379901.95,15.21,0,14.12,0.02,0,0,1695.75,781.73,1726.27,781.73,
530379891.92,26.35,0.01,28.34,1.34,0,0,2311.56,797.33,2324.43,797.33,
530379881.90,17.69,0,16.5,0,0,0,2318.7,796.89,2314.48,796.89,
530379871.83,205.66,10.31,200.7,165.69,0,0,1575.56,745.42,1586.57,745.42,
530379861.81,40.39,0.01,40.05,0.05,0,0,2627.98,911.99,2635.77,911.99,
530379851.74,19.14,0,18.77,0.01,0,0,2010.3,420.95,1985.26,420.95,
530379841.66,24.36,0.04,23.99,0.6,0,0,1610.08,1292.3,1541.46,492.3,
530379831.60,25.16,0,24.83,0.01,0,0,1004.48,868.77,989.45,468.77,
530379821.53,12.99,0,13.14,0.01,0,0,462.27,319.41,464.05,169.41,
530379811.47,10.08,0,9.45,0.02,0,0,344.35,114.16,342.97,114.16,
530379801.40,24.76,0.01,23.75,0.09,0,0,770.67,351.32,767.44,351.32,
530379791.34,9.48,0.01,10.15,0.15,0,0,263.43,161.91,258.83,161.91,
530379781.27,54.55,0,53.53,0.01,0,0,1889.05,1034.38,1890.93,1034.38,
530379771.20,17.09,0.05,15.7,0.73,0,0,775.51,391.94,733.57,391.94,
530379761.17,34.63,0.31,31.99,5.01,0,0,1677.8,333.75,1656.44,333.75,
530379751.11,64.75,0,64.06,0,0,0,2425.41,1363.88,2422.21,1363.88,
530379741.03,44.15,0,44.5,0,0,0,2470.57,1103.42,2457.66,1103.42,
530379730.96,34.04,0.15,32.41,2.09,0,0,1497.95,685.39,1422.31,685.39,
530379720.88,20.08,0.01,18.1,0.16,0,0,2309.67,777.78,2300.36,777.78,
530379710.86,16.07,0,17.08,0.01,0,0,2327.79,782.62,2333.17,782.62,
530379700.82,52.74,0.05,45.87,1.29,0,0,2236.76,825.54,2225.64,825.54,
530379690.75,223.33,10.23,221.03,165.68,0,0,1827.28,993.48,1829.2,993.46,
530379680.73,13.32,0,12.58,0.01,0,0,2775.35,395.39,2760.31,395.39,
530379670.70,25.82,0.01,25.47,0.05,0,0,1628.97,1337.32,1613.09,537.32,
530379660.68,21.05,0.04,21.25,0.28,0,0,1240.44,784.49,1172.03,384.49,
530379650.64,21.98,0.03,22.21,0.37,0,0,654.77,459.11,658.2,359.11,
530379640.62,13.38,0,13.2,0.06,0,0,425.16,181.4,420.83,131.4,
530379630.55,16.26,0.01,15.87,0.24,0,0,621.21,169.53,617.71,169.53,
530379620.48,26.14,0.07,24.6,2.39,0,0,392.47,280.13,393.22,280.13,
530379610.37,20.65,0,21.73,0.01,0,0,1102.65,320.02,1096.89,320.02,
530379600.25,73.89,0.28,71.83,3.96,0,0,1404.72,1090.43,1390.49,1090.43,
530379590.14,10.07,0.01,10.38,0.06,0,0,442.4,345,417.58,345,
530379580.03,40.23,0.01,39.78,0.17,0,0,3173.65,511.65,3167.84,511.65,
530379569.97,69.49,0.01,69.32,0.05,0,0,2039.25,1747.85,2041.28,1747.85,
530379559.90,18.48,0.02,17.45,0.17,0,0,2276.69,577.73,2212.94,577.73,
530379549.88,14.37,0,15.1,0.03,0,0,1779.18,775.81,1763.47,775.82,
530379539.85,54.01,0.1,51.29,2.99,0,0,2309.01,795,2296.72,795,
530379529.77,17.97,0,17.67,0.02,0,0,2330.45,797.5,2318.32,797.5,
530379519.62,193.33,10.1,187.13,163.31,0,0,1592.79,792.94,1605.87,792.94,
530379509.55,39.58,0.02,41.41,0.45,0,0,2663.34,871.2,2665.45,871.2,
530379499.47,19.9,0,20.23,0.05,0,0,1908.12,503.99,1887.32,424.98,
530379489.40,27.49,0.04,28.05,1.84,0,0,1506.63,1166,1428.68,474.71,
530379479.30,24.32,0,23.52,0.04,0,0,973.7,858.45,967.05,458.45,
530379469.19,14.45,0,12.76,0,0,0,458.95,312.38,460.12,162.38,
530379459.08,16.08,0.06,15.51,0.38,0,0,364.09,123.63,362.87,123.63,
530379449.01,23.93,0,24.01,0.01,0,0,756.61,351.32,755.59,351.32,
530379438.95,9.63,0,8.34,0.01,0,0,247.71,174.41,247.65,174.41,
530379428.84,56.7,0,57.26,0,0,0,2007.56,1103.47,2016.51,1103.47,
530379418.73,14.4,0.01,12.48,0.08,0,0,710.4,333.35,648.55,333.35,
530379408.62,22.07,0.01,21.2,0.14,0,0,1979.25,381.45,1975.95,381.45,
530379398.50,70.51,0,69.34,0,0,0,2280.67,1518.36,2279.14,1518.36,
530379388.38,33.45,0,34.24,0.01,0,0,2480.66,920.07,2439.69,920.07,
530379378.31,17.41,0,16.08,0.06,0,0,1461.52,761.57,1421.68,761.57,
530379368.24,25.35,0.02,26.32,1.45,0,0,2329.66,793.46,2324.94,793.46,
530379358.17,17.66,0,17.07,0,0,0,2337.37,791.72,2322.4,791.75,
530379348.08,125.87,5.86,119.15,93.9,0,0,1942.4,684.18,1959.2,684.18,
530379337.94,98.39,3.49,96.3,56.5,0,0,2283.99,1042.47,2282,1042.47,
530379327.86,15.35,0,16.78,0.08,0,0,2455.76,398.68,2463.89,398.68,
530379317.80,24.68,0.01,23.58,0.07,0,0,1759.3,1355.38,1806.23,555.38,
530379307.73,26.03,0,26.64,0.05,0,0,1110.24,883.81,1114.04,483.81,
530379297.71,10.81,0,9.72,0.01,0,0,457.19,296.7,460.63,196.7,
530379287.69,26.55,0.04,27.66,1.63,0,0,415.44,179.35,414.1,129.35,
530379277.62,20.47,0,20.32,0,0,0,731.06,287.79,730.32,287.79,
530379267.56,12.59,0,11.44,0.01,0,0,301.73,167.92,300.76,167.92,
530379257.49,27.96,0,28.42,0.03,0,0,1365.72,482.08,1351.92,482.08,
530379247.42,52.44,0.01,52.1,0.15,0,0,1205.89,938.28,1178.38,938.28,
530379237.31,10.8,0,10.94,0,0,0,791.37,346.51,763.34,346.51,
530379227.20,40.34,0,39.89,0,0,0,2883.07,832.26,2878.44,832.26,
530379217.07,70.47,0,68.54,0.01,0,0,2345.39,1500.46,2332.41,1500.46,
530379206.96,15.14,0,15.63,0.01,0,0,1936.12,561.32,2059.43,561.32,
530379196.85,14.05,0,14.32,0,0,0,2069.41,725.13,2074.03,725.16,
530379186.74,16.41,0,16.17,0,0,0,2328.94,798.78,2326.35,798.78,
530379176.63,17.15,0,16.39,0.01,0,0,2338.26,797.27,2345.59,797.27,
530379166.45,208.39,10.11,204.97,162.32,0,0,1410.12,1091.55,1409.06,1091.55,
530379156.43,21.21,0,20.02,0.01,0,0,2892.47,562.26,2890.47,562.26,
530379146.41,22.87,0,22.45,0.02,0,0,1452.23,1183,1436.58,383,
530379136.33,19.04,0,19.65,0,0,0,1454.13,477.57,1529.08,477.56,
530379126.26,21.58,0,20.67,0.03,0,0,829.91,822.94,827.79,422.94,
530379116.19,20.72,0.02,21.8,1.39,0,0,507.47,308.47,508.69,158.47,
530379106.11,11.95,0,10.24,0.03,0,0,430.82,149.56,427.44,149.56,
530379096.04,22.58,0,23.11,0.1,0,0,625.43,329,625.04,329,
530379085.97,21.66,0.01,21.76,1.32,0,0,626.82,213.18,631,213.18,
530379075.90,55.08,0,55.57,0,0,0,1772.22,1139.4,1769.91,1139.4,
530379065.84,12.73,0,11.61,0.01,0,0,567.34,307.96,527.37,307.96,
530379055.81,25.23,0,25.38,0,0,0,2426.07,438.58,2429.18,438.58,
530379045.79,76.94,0,75.77,0.01,0,0,2097.41,1699.16,2096.17,1699.16,
530379035.72,22.91,0,21.96,0,0,0,2488.49,702.05,2449.74,702.05,
530379025.64,14.95,0,15.62,0,0,0,1560.32,805.41,1501.9,805.41,
530379015.57,16.93,0,15.96,0,0,0,2318.91,797.5,2326.03,797.5,
530379005.50,23.37,0,22.11,0.42,0,0,2348.55,800,2334.99,800,
530378995.33,187.95,10.24,185.17,164.58,0,0,1639.35,640.58,1625.85,640.58,
530378985.22,42.82,0,42.19,0,0,0,2585.47,1006.23,2588.26,1006.23,
530378975.10,16.59,0,17.19,0,0,0,2152.42,400.88,2179.54,400.88,
530378965.02,23.19,0,23.25,0.01,0,0,1761.98,1341.01,1826.8,541.01,
530378954.96,25.74,0.01,24.82,0.06,0,0,1032.06,877.81,1010.35,477.81,
530378944.93,13.25,0,13.27,0,0,0,497.82,334.45,495.25,184.45,
530378934.86,12.27,0.01,11.04,0.21,0,0,335.25,110.94,333.23,110.94,
530378924.80,21.99,0,21.55,0.02,0,0,747.15,325.59,745.95,325.59,
530378914.73,11.3,0,11,0.01,0,0,295.15,152.83,293.01,152.83,
530378904.66,45.77,0.09,45.97,0.86,0,0,1606.63,766.94,1603.02,766.94,
530378894.59,27.79,0.01,28.47,0.1,0,0,994.45,657.52,961.11,657.52,
530378884.51,16.8,0.03,16.23,1.46,0,0,1241.89,339.45,1226.87,339.45,
530378874.48,82.27,0.2,83.42,17.63,0,0,2647.27,1094.79,2645.29,1094.79,
530378864.46,57.31,0,57.19,0,0,0,2480.74,1336.4,2476.93,1336.4,
530378854.38,18.91,0,17.19,0.06,0,0,1716.35,605.18,1635.09,605.18,
530378844.36,19.89,0,20.1,0.02,0,0,2162.52,716.89,2165.72,716.89,
530378834.34,22.21,0,19.61,0.01,0,0,2333.4,791.65,2336.75,791.65,
530378824.26,17.89,0,17.87,0,0,0,2333.59,791.85,2336.76,791.85,
530378814.09,216.12,10.1,210.11,162.3,0,0,1528.84,1196.78,1523.15,1196.78,
530378803.98,12.13,0,11.91,0.01,0,0,3022.14,396.81,3021.77,396.8,
530378793.91,24.87,0,24.02,0,0,0,1383.09,1290.48,1401.91,490.48,
530378783.80,18.05,0,17.19,0,0,0,1283.55,754.15,1351.41,354.15,
530378773.68,20.03,0,20.31,0,0,0,767.3,509.5,770.04,409.5,
530378763.58,14.86,0,15.01,0.02,0,0,483.55,228.27,480.19,178.27,
530378753.47,12.78,0,12.79,0.01,0,0,520.66,148.44,519.25,148.44,
530378743.41,18.84,0,19.15,0.01,0,0,481.92,298.58,480.87,298.58,
530378733.30,18.88,0,17.77,0.04,0,0,928.43,281.25,924.62,281.25,
530378723.27,54.76,0.01,54.55,0.11,0,0,1561.1,1118.51,1560.63,1118.51,
530378713.20,9.64,0,8.53,0.01,0,0,474.99,318.75,430.33,318.75,
530378703.18,40.1,0.04,39.82,0.18,0,0,2869.76,479.98,2860.78,479.98,
530378693.15,84.76,0.01,84.46,1.28,0,0,2023.65,1760.21,2028.32,1760.21,
530378683.09,17.58,0,17.25,0.01,0,0,2326.11,610.5,2403.14,610.5,
530378673.02,14.68,0,14.91,0,0,0,1654.37,785.01,1678.09,785.01,
530378662.95,17.44,0,16.39,0.01,0,0,2330.28,797.35,2317,797.35,
530378652.87,16.76,0,17.3,0.01,0,0,2323.89,795.84,2318.57,795.83,
530378642.81,194.46,10.17,188.65,162.93,0,0,1623.48,739.15,1621.39,739.15,
530378632.78,45.77,0.06,43.72,0.41,0,0,2628.07,924.3,2625.21,924.3,
530378622.71,28.06,0.08,27.95,2.04,0,0,2038.79,419.02,2017.24,419.01,
530378612.58,21.65,0,22.7,0.06,0,0,1617.92,1296.89,1574.73,496.89,
530378602.48,24.69,0,24.37,0,0,0,997.5,868.63,1003.64,468.63,
530378592.37,14.04,0.01,13.85,0.04,0,0,464.61,319.41,461.71,169.41,
530378582.27,10.34,0.01,9.95,0.17,0,0,346,114.26,343.33,114.26,
530378572.16,25.05,0.01,23.97,0.15,0,0,771.39,351.32,766.72,351.32,
530378562.09,29.48,0.2,30.67,2.71,0,0,261.16,161.91,261.1,161.91,
530378552.03,54.6,0,54.11,0.01,0,0,1893.25,1039.06,1896.96,1039.06,
530378541.96,23.56,0.1,22.51,1.39,0,0,735.68,389.06,769.95,389.06,
530378531.87,32.15,0.09,31.82,2.16,0,0,1694.7,335.24,1695.87,335.24,
530378521.85,67.1,0,65.34,0.01,0,0,2415.65,1371.34,2419.38,1371.34,
530378511.82,46.8,0,48.5,0.05,0,0,2444.55,1101.83,2469.46,1101.86,
530378501.80,14.59,0,14.62,0.01,0,0,1430.91,679.12,1517.15,679.13,
530378491.77,30.86,0.01,29.68,1.28,0,0,2289.04,763.96,2288.42,763.96,
530378481.70,16.05,0,16.79,0,0,0,2330.44,787.5,2333.13,787.5,
530378471.63,19.1,0,17.72,0.01,0,0,2240.67,825,2238.28,825,
530378461.51,217.59,10.14,212.62,162.86,0,0,1848.7,996.58,1851.69,996.58,
530378451.45,13.09,0,13.3,0.01,0,0,2748.87,396.77,2752.89,396.77,
530378441.38,25.96,0,24.77,0.05,0,0,1642.99,1341.72,1652.61,541.72,
530378431.31,26.31,0.02,25.83,0.34,0,0,1201.58,812.72,1171.57,412.72,
530378421.29,16.27,0,16.78,0.02,0,0,619.02,423.78,617.57,323.78,
530378411.26,14.2,0,13.92,0.04,0,0,427.46,180.62,424.98,130.62,
530378401.20,16.5,0,15.65,0.01,0,0,645.43,173.44,644.48,173.44,
530378391.17,23.67,0.07,23.72,0.68,0,0,381.07,278.27,377.87,278.27,
530378381.14,23.15,0,22.32,0.02,0,0,1119,321.79,1107.38,321.79,
530378371.12,55.51,0.01,55.99,1.37,0,0,1412.05,1091.99,1393.92,1091.99,
530378361.06,8.86,0,9.38,0,0,0,451.87,344.43,414.25,344.43,
530378351.00,38.79,0,37.5,0.01,0,0,3139.45,509.52,3139.58,509.52,
530378340.93,69.14,0,69.45,0,0,0,2011.82,1757.03,2017.84,1757.03,
530378330.86,19.93,0,17.88,0.02,0,0,2323.48,583.3,2215.15,583.3,
530378320.80,14.85,0,16.09,0.01,0,0,1775.65,776.78,1763.01,776.77,
530378310.73,18.97,0,17.42,0.01,0,0,2323.88,797.5,2320.63,797.5,
530378300.71,17.6,0,17.79,0.02,0,0,2318.57,795.3,2318.19,795.3,
530378290.65,197.72,10.13,196.11,163.49,0,0,1595.51,788.45,1608.93,788.45,
530378280.58,38.25,0,37.63,0,0,0,2656.39,874.08,2654.33,874.09,
530378270.52,20.01,0,19.76,0.01,0,0,1927.62,466.5,1937.6,430.03,
530378260.46,20.7,0,20.11,0,0,0,1438.06,1208.9,1493.84,472.96,
530378250.39,23.63,0,23.52,0,0,0,980.6,860.84,973.57,460.84,
530378240.33,14.26,0,12.86,0.01,0,0,462.04,314.14,453.9,164.14,
530378230.26,10.26,0,9.97,0.02,0,0,342.65,119.53,340.86,119.53,
